Y	X	Z
10493.95	761.42	-519.65
10494.45	850.77	-551.9
10494.37	941.36	-580.47
10494.2	1033.22	-604.65
10494.87	1125.71	-626.35
10496.52	1218.32	-647.47
10496.11	1310.22	-667.17
10497.36	1403.08	-687.08
10502.03	1494.6	-708.04
10504.02	1587.09	-729.57
10504.1	1680.56	-751.49
10503.69	1771.9	-773.67
10502.95	1864.03	-796.81
10502.7	1955.9	-821
10501.37	2047.52	-846.06
10499.55	2139.38	-870.25
10499.38	2231.47	-893.55
10500.05	2323.52	-917.01
10500.13	2414.49	-940.71
10500.7	2505.22	-965.28
10500.62	2596.85	-990.34
10499.87	2688.53	-1015.25
10500.37	2779.43	-1039.18
10502.11	2871.43	-1062.8
10503.18	2963.48	-1086.27
10504.35	3055.49	-1109.89
10504.1	3147.67	-1132.79
10502.02	3240.38	-1153.43
10501.69	3333.32	-1173.1
10502.52	3426.24	-1192.85
10501.69	3519.24	-1212.19
10499.37	3612.28	-1231.29
10498.46	3705.33	-1250.39
10499.62	3798.45	-1269.17
10501.36	3891.62	-1287.62
10501.94	3983.88	-1305.63
10501.85	4077.09	-1324
10502.35	4170.33	-1342.21
10503.59	4263.59	-1360.26
10505.83	4356.75	-1378.7
10508.07	4449.8	-1397.72
10509.24	4543.77	-1417.35
10509.91	4636.67	-1437.18
10508.99	4729.66	-1456.61
10507.17	4822.85	-1474.97
10508.33	4916.02	-1493.42
10509.57	5009.41	-1510.73
10508.58	5102.77	-1528.29
10507.5	5195.58	-1548.52
10505.93	5287.82	-1571.18
10505.51	5379.34	-1596.65
10506.72	5439.69	-1614.69
10507.59	5470.18	-1624.37
10508.34	5500.54	-1634.44
10510.43	5560.06	-1654.99
10516.48	5649.23	-1687.18
10521.2	5738.71	-1718.69
10521.28	5828.64	-1749.3
10519.29	5918.6	-1779.75
10518.88	6008.42	-1810.68
10520.54	6098.04	-1842.15
10521.37	6187.83	-1873.16
10521.03	6277.9	-1903.38
10520.12	6368.45	-1932.11
10520.78	6458.09	-1960.37
10523.85	6548.34	-1989.87
10526.5	6638.73	-2018.98
10527.66	6729.38	-2047.38
10529.48	6820.18	-2075.23
10532.45	6913	-2103.26
10533.52	7004.1	-2130.16
10532.2	7094.96	-2157.85
10530.95	7184.86	-2188.54
10530.7	7273.95	-2221.5
10530.95	7362.67	-2255.46
10530.7	7450.97	-2290.51
10529.54	7538.83	-2326.63
10528.88	7626.37	-2363.52
10529.21	7713.43	-2401.56
10529.05	7800.31	-2439.97
10527.47	7887.32	-2478.07
10526.64	7974.17	-2516.56
10527.55	8060.65	-2555.88
10528.78	8145.9	-2595.45
10529.28	8232.21	-2635.15
10528.87	8318.69	-2674.47
10528.7	8405.94	-2714.51
10528.2	8491.94	-2754.88
10528.78	8576.84	-2795.2
10530.37	8664.01	-2835.38
10531.69	8750.2	-2875.3
10533.19	8836.15	-2915.74
10534.35	8922.86	-2954.53
10534.84	9010.9	-2990.19
10535.01	9100.14	-3022.76
10534.76	9191.07	-3053.54
10534.6	9280.08	-3083.75
10535.68	9370.57	-3115.8
10537.01	9460.11	-3147.51
10538.09	9549.6	-3179.37
10538.92	9638.98	-3211.55
10539.8	9725.51	-3242.79
10541.09	9811.93	-3274.33
10541.82	9840.96	-3285.18
10543.49	9895.16	-3305.77

Y	X	Z
100	-0.32	-0.34
200	-1.05	-0.98
300	-1.64	-1.51
400	-1.9	-2.1
499.99	-1.78	-2.81
599.99	-1.14	-3.46
699.99	-0.08	-3.77
799.98	1.35	-3.91
899.96	3.41	-3.5
999.91	6.02	-2.01
1099.86	8.18	0.17
1199.82	9.19	2.86
1299.76	9.16	6.41
1399.66	8.24	10.78
1499.54	6.11	15.36
1599.41	2.97	19.23
1699.31	-0.57	22.2
1799.2	-4.29	24.76
1899.11	-8.21	26.87
1999.01	-12.54	28.17
2098.89	-17.37	28.43
2198.74	-22.74	27.66
2298.56	-28.46	25.95
2398.36	-34.33	23.43
2488.09	-40.44	20.13
2558.79	-46.61	17.89
2559.78	-46.71	17.87
2652.23	-55.85	13.68
2745.75	-63.49	8.29
2838.57	-68.26	5.01
2931.51	-70.88	3.07
3025.5	-72.06	1.86
3119.49	-72.94	0.82
3212.48	-73.62	-0.1
3306.48	-73.87	-0.65
3400.48	-73.79	-0.91
3494.48	-73.79	-0.92
3587.48	-74	-0.53
3681.48	-74.17	-0.2
3776.48	-74.25	-0.16
3870.48	-73.96	-0.27
3964.48	-73.44	-0.3
4058.48	-72.99	-0.26
4152.48	-72.35	-0.38
4246.48	-71.58	-0.52
4340.48	-70.85	-0.93
4434.47	-70.14	-1.69
4528.47	-69.81	-2.32
4620.47	-70.24	-2.55
4714.46	-71.48	-2.64
4808.46	-72.77	-2.6
4902.45	-73.9	-1.95
4996.44	-75.25	-1.64
5090.43	-76.13	-2.21
5183.43	-76.32	-2.92
5276.43	-76.6	-3.63
5370.42	-77.32	-4.23
5464.42	-78.43	-4.74
5558.41	-79.81	-4.6
5652.39	-80.87	-3.36
5746.38	-81.18	-1.45
5840.36	-80.89	0.48
5933.34	-79.96	2.14
6026.32	-78.83	3.49
6121.31	-77.88	4.84
6214.3	-77.21	6.17
6308.29	-76.64	7.38
6401.28	-76.07	8.16
6495.28	-75.87	8.44
6589.28	-76.15	8.61
6683.29	-76.53	8.54
6777.29	-76.76	8.27
6871.29	-76.94	8.06
6966.29	-76.78	7.91
7059.29	-76.35	7.67
7153.29	-75.68	7.42
7246.28	-74.84	7.46
7340.28	-74.07	7.7
7433.28	-73.16	7.86
7527.27	-72.1	8.11
7621.27	-71.18	8.34
7714.26	-70.27	8.64
7808.26	-70.26	8.5
7902.25	-71.19	7.61
7996.25	-71.63	6.5
8089.24	-71.49	5.56
8183.24	-71.28	4.66
8278.24	-70.98	3.67
8372.23	-70.67	2.68
8466.23	-70.66	1.74
8560.23	-70.76	1.2
8655.23	-70.64	1.11
8748.23	-70.55	1.3
8841.23	-70.61	1.43
8936.23	-70.74	1.55
9029.23	-70.95	1.74
9123.23	-71.16	1.77
9217.23	-71.36	1.86
9311.23	-71.37	2.12
9405.23	-71.03	2.38
9500.23	-70.55	2.64
9594.23	-70.11	2.82
9687.23	-69.72	2.99
9781.23	-69.36	3.27
9874.23	-68.96	3.58
9968.23	-68.35	3.92
10056.23	-67.73	4.3
10092.23	-67.36	4.25
10122.2	-66.59	3.32
10153.01	-64.76	0.52
10183.47	-61.74	-4.36
10213.39	-57.12	-10.97
10242.71	-51.27	-19.15
10272.31	-44.43	-29.2
10300.02	-36.52	-40.59
10326.54	-27.24	-53.68
10351.77	-16.59	-68.19
10376.51	-4.11	-84.18
10399.27	9.37	-100.33
10420.73	24.04	-117.21
10441.85	39.97	-135.23
10461.43	56.43	-152.73
10479.87	74.15	-170.24
10497.66	93.33	-188.67
10513.21	112.5	-207.41
10527.47	132.33	-226.5
10540.87	152.6	-245.75
10552.57	173.5	-265.41
10562.11	195.04	-285.55
10569.22	216.78	-306.45
10574.5	239.25	-328.61
10578.85	260.72	-350.55
10581.75	275.13	-365.54
10583.17	281.96	-372.71
10586.79	300.19	-392.3
10588.21	308.89	-401.85
10589.61	329.02	-424.03
10589.03	349.13	-446.29
10585.22	414.86	-514.76
10581.57	483.81	-580
10579.33	555.99	-643.23
10579.39	627.79	-703.91
10581.51	701.01	-765.95
10584.67	773.27	-827.55
10587.35	845.68	-888.99
10588.44	920.65	-947.29
10588.35	999.13	-1000.81
10588.63	1080.04	-1050.58
10589.63	1162.52	-1097.7
10590.82	1246.23	-1142.61
10592.5	1330.1	-1187.19
10593.24	1414.66	-1230.46
10593.2	1501.17	-1269.68
10594.48	1589.44	-1304.76
10596.15	1679.33	-1335.43
10597.46	1769.85	-1364.24
10598.3	1860.6	-1392.3
10599.45	1952.78	-1419.08
10600.9	2044.16	-1445.04
10601.8	2134.53	-1470.9
10602.2	2226.67	-1497.85
10602.29	2317.64	-1525.22
10602.15	2407.58	-1552.56
10601.26	2499.37	-1580.66
10599.88	2589.08	-1608.71
10599.1	2702.01	-1642.92
10599.86	2793.31	-1669.14
10600.71	2884.7	-1695.06
10602.37	2976.07	-1721.01
10605.57	3067.31	-1747.3
10607.92	3157.5	-1773.69
10608.85	3249.56	-1800.9
10609.87	3339.48	-1828.26
10611.04	3431.24	-1856.45
10610.55	3521.49	-1882.73
10608.98	3613.91	-1908.66
10607.09	3704.58	-1933.39
10606.31	3796.46	-1957.49
10607.33	3888.53	-1980.88
10608.1	3980.48	-2004.75
10608.86	4071.97	-2030.32
10609.48	4163.22	-2056.76
10609.96	4254.41	-2083.37
10609.36	4345.58	-2110.08
10606.8	4436.8	-2136.46
10605.3	4527.83	-2163.59
10605.42	4618.27	-2192.66
10606.12	4708.24	-2223.15
10607.53	4797.74	-2254.99
10609.24	4886.78	-2288.06
10609.93	4975.87	-2321.05
10610.05	5065.06	-2353.75
10609.45	5154.44	-2385.92
10607.38	5244.11	-2417.22
10606.38	5334.01	-2447.93
10606.5	5424.46	-2476.96
10606.73	5514.39	-2504.31
10607.32	5605.34	-2531.76
10608.38	5696.2	-2559.48
10609.74	5787.03	-2587.3
10611.2	5877.8	-2615.28
10612.9	5968.5	-2643.49
10615.04	6059.13	-2671.91
10617.24	6149.87	-2699.93
10618.35	6240.74	-2727.64
10618.21	6331.48	-2755.77
10617.5	6422.16	-2784.1
10616.25	6512.89	-2812.23
10615.48	6603.55	-2840.59
10615.42	6694.02	-2869.58
10615.39	6784.38	-2898.91
10615.47	6874.67	-2928.46
10615.36	6964.93	-2958.09
10615.52	7055.11	-2987.98
10616.09	7145.11	-3018.37
10617.4	7234.56	-3050.35
10618.91	7323.76	-3082.98
10619.61	7413.34	-3114.63
10619.89	7502.23	-3145.19
10619.89	7592.19	-3175.73
10619.81	7682.11	-3206.38
10619.81	7772.37	-3236.01
10619.69	7862.99	-3264.52
10619.69	7953.56	-3293.2
10620.15	8044.01	-3322.24
10620.68	8134.52	-3351.12
10620.99	8225.05	-3379.91
10621.34	8316.53	-3409.03
10621.91	8407.09	-3437.72
10622.62	8497.6	-3466.56
10623.42	8588.12	-3495.39
10624.13	8678.72	-3523.95
10623.45	8769.35	-3552.45
10620.66	8859.91	-3581.02
10616.69	8950.69	-3608.73
10611.37	9041.61	-3635.73
10604.54	9131.38	-3662.76
10601.63	9166.67	-3673.51

Y	X	Z
25	0	0
217	-0.33	1.13
248	-0.38	1.45
342	-0.72	2.24
434.99	-0.9	2.98
527.98	0.06	3.88
621.97	1.61	5.05
714.95	3.15	6.2
808.93	4.65	6.42
901.92	5.99	5.51
994.91	7.09	4.61
1088.9	8.23	4
1181.89	9.45	3.27
1274.89	10.41	2.34
1368.88	11.26	1.17
1461.87	11.95	0.09
1555.86	12.45	-0.87
1648.86	12.99	-1.88
1741.85	13.46	-2.99
1835.84	14.07	-4.11
1928.84	14.68	-4.9
2022.84	14.87	-5.62
2116.83	14.81	-6.62
2210.83	14.79	-7.56
2214.83	14.79	-7.59
2302.83	14.67	-8.18
2396.82	15.5	-8.56
2490.75	18.95	-8.16
2584.61	24.06	-6.77
2678.46	29.02	-5.07
2772.32	33.89	-3.55
2866.19	38.75	-2.03
2960.07	43.04	-0.35
3053.97	46.97	1.57
3147.86	51.09	3.64
3241.76	54.95	5.85
3335.62	59.21	8.52
3428.43	64.26	11.57
3523.27	69.13	14.51
3615.14	73.24	17.18
3711.02	77.02	19.96
3804.93	80.36	22.45
3898.84	83.94	24.29
3992.73	88.26	25.92
4086.61	92.74	27.67
4181.51	96.86	29.17
4275.44	100.16	30.38
4369.4	102.74	31.61
4463.35	105.1	33.54
4557.27	107.84	36.53
4651.17	110.46	39.95
4746.1	113.3	42.12
4839.95	118.43	42.18
4934.7	125.38	41.97
5028.48	131.83	42.36
5122.34	136.98	42.67
5216.19	142.27	42.8
5309.97	148.59	43.25
5404.74	155.17	44.31
5498.49	161.91	45.66
5593.2	169.17	47.32
5686.97	175.47	48.86
5780.84	180.38	49.99
5875.72	185.17	50.61
5970.61	189.74	50.82
6065.54	193.24	50.72
6159.5	196.04	50.06
6253.44	199.24	49.19
6348.34	203.7	48.46
6442.2	208.82	47.93
6536.06	213.86	47.55
6629.93	218.81	47.21
6724.8	223.73	46.63
6818.69	228.37	45.91
6912.58	232.88	45.37
7007.44	238.01	45.1
7101.28	243.48	45.1
7196.14	248.6	44.61
7290.02	253.2	43.3
7383.9	257.74	41.86
7478.79	262.17	40.54
7571.66	266.84	39.06
7666.49	272.33	37.16
7760.32	277.47	34.96
7855.19	282.08	33.07
7949.04	287.11	31.61
8043.88	292.48	30.32
8137.73	297.72	29.31
8231.59	302.83	28.44
8325.41	308.5	27.31
8420.14	315.43	25.44
8514.84	322.69	23.28
8608.53	330.1	21.36
8702.24	337.3	19.81
8796.01	343.83	18.87
8890.83	349.61	18.27
8984.7	354.63	17.47
9078.56	359.64	16.5
9172.42	364.6	15.59
9267.3	369.39	14.82
9362.18	374.16	14.08
9456.07	378.63	13.25
9519.01	381.43	12.82
9549.98	382.78	12.64
9581.96	383.76	12.35
9612.95	383.41	11.74
9644.84	381.09	10.65
9675.51	376.8	9.37
9705.86	370.62	8.12
9735.89	363.05	6.87
9766.52	353.86	5.64
9795.67	343.38	4.59
9825.18	331.04	3.71
9853.18	317.74	3.66
9881.55	302.97	4.64
9908.74	288.17	6.2
9935.67	272.95	8.19
9962.04	256.87	10.8
9988.33	239	14.43
10012.68	220.28	18.62
10036.04	200.32	22.69
10059.41	178.85	26.81
10081.38	157.34	30.71
10102.79	135.21	34.29
10124.44	111.9	37.74
10144.69	88.66	41.04
10163.85	64.56	44.67
10182.07	39.84	48.86
10200.12	13.87	53.76
10216.62	-11.88	58.79
10231.76	-38.36	64.3
10245.94	-66.33	70.65
10259.02	-93.68	77.15
10272.69	-121.78	84.05
10286.32	-148.8	90.77
10300.34	-176.81	97.28
10313.82	-204.13	103.08
10327.55	-231.24	109.15
10341.79	-259.22	115.38
10355.66	-286.35	121.06
10369.72	-313.38	126.79
10383.71	-341.59	132.48
10396.73	-369.23	137.72
10409.92	-396.78	143.03
10423.82	-425.05	148.64
10437.85	-453.26	154.22
10451.57	-480.56	159.5
10465.42	-507.73	165.03
10479.29	-535.95	170.98
10492.01	-563.59	176.89
10504.61	-591.29	182.82
10517.51	-619.95	188.83
10528.96	-648.14	194.76
10539.17	-677.86	200.76
10547.37	-707.26	206.17
10553.78	-737.17	211.2
10558.95	-768.35	216.17
10563.15	-798.66	221.15
10567.03	-829.97	226.48
10570.18	-860.39	231.55
10572.1	-890.89	236.73
10572.6	-918.27	242.53
10572.57	-948.54	249.19
10572.38	-979.02	254.84
10571.95	-1009.64	259.67
10571.39	-1039.4	263.39
10571.05	-1070.22	266.76
10571.6	-1100.1	269.33
10573.14	-1130	271.15
10574.86	-1160.92	272.69
10576.09	-1190.87	273.74
10577.08	-1221.85	274.56
10576.93	-1312.8	277.06
10574.58	-1403.74	279.2
10572.23	-1494.69	281.11
10568.89	-1585.62	280.62
10566.91	-1676.56	278.15
10566.5	-1767.54	276.14
10565.48	-1858.5	273.86
10565.01	-1949.46	270.99
10565.31	-2041.43	268.78
10566.44	-2131.4	266.92
10568.49	-2223.36	265.07
10569.78	-2314.34	263.77
10570.52	-2406.34	262.9
10570.4	-2497.34	262.91
10570.04	-2588.33	262.13
10570.04	-2679.32	260.98
10568.83	-2773.31	260.69
10568.33	-2868.31	260.16
10569.11	-2966.3	259.59
10569.98	-3061.3	259.56
10570.63	-3155.3	259.83
10570.99	-3250.3	260.12
10570.96	-3344.29	260.79
10571.43	-3439.29	261.63
10573.68	-3534.26	262.31
10576.6	-3628.21	263.48
10578.22	-3723.17	265.45
10577.38	-3817.12	268.22
10576.61	-3912.07	271.4
10576.43	-4005.99	275.14
10575.1	-4100.86	279.97
10573.41	-4195.77	283.53
10572.04	-4289.76	284.32
10572.2	-4384.76	283.93
10573.72	-4478.74	283.81
10574.84	-4573.73	284.86
10574.86	-4667.71	287
10573.01	-4762.63	290.37
10570.43	-4856.55	293.14
10569.72	-4950.53	294.39
10570.57	-5045.52	295.85
10570.72	-5139.5	297.96
10570.3	-5234.49	299.07
10568.81	-5328.47	298.59
10565.65	-5422.42	298.5
10562.44	-5517.36	297.89
10561.22	-5611.34	296.48
10561.02	-5706.33	295.43
10560.94	-5800.32	293.72
10560.74	-5894.29	291.27
10559.75	-5989.26	289.26
10557.87	-6083.24	288.22
10556.79	-6178.22	287.28
10556.67	-6272.22	286.42
10555.34	-6367.21	286.44
10552.94	-6461.18	287.15
10549.77	-6555.12	286.74
10547.21	-6650.08	285.59
10545.95	-6744.05	283.67
10545.57	-6838.96	279.58
10546.25	-6932.86	275.33
10549.72	-7027.73	271.96
10555.23	-7121.51	268.65
10561.31	-7215.27	266.12
10567.51	-7310.07	265.46
10571.78	-7403.96	266.54
10573.96	-7498.91	268.65
10573.78	-7592.87	271.45
10571.92	-7687.83	273.06
10572.38	-7781.81	274.2
10574.65	-7875.75	276.51
10573.45	-7970.72	278
10569	-8064.61	279
10564.62	-8159.51	278.8
10562.73	-8253.47	277.49
10561.73	-8348.47	276.87
10559.5	-8442.44	276.86
10557.5	-8536.41	278.03
10557.36	-8631.37	280.84
10558.06	-8725.3	284.42
10557.42	-8820.13	289.98
10555.38	-8913.82	297.31
10552.37	-9007.41	305.49
10550.6	-9102.11	312.78
10551.87	-9195.94	318.31
10553.86	-9290.8	323.06
10553.41	-9384.69	327.4
10550.08	-9478.49	332.42
10544.84	-9573.17	338.23
10540.12	-9666.88	343.95
10537.39	-9761.71	348.94

Y	X	Z
25	0	0
217	-1.26	0.91
247.99	-1.74	1.21
341.97	-3.5	2.1
434.95	-5.49	1.83
465.93	-6.25	1.19
559.87	-8.76	-1.25
621.82	-10.59	-2.96
714.78	-12.39	-5.11
808.76	-12.69	-6.57
901.76	-12.55	-7.85
994.75	-12.48	-8.97
1088.75	-12.76	-9.97
1181.74	-13.39	-11.05
1274.73	-14.2	-12.21
1368.72	-15.21	-13.22
1461.71	-16.07	-14.23
1555.7	-16.65	-15.28
1648.7	-17.14	-16
1741.7	-17.39	-16.5
1835.7	-17.55	-17.15
1928.7	-17.76	-17.86
2022.7	-18.09	-18.54
2116.69	-18.64	-19.16
2210.69	-19.24	-19.68
2220.69	-19.31	-19.73
2301.69	-19.63	-19.95
2395.69	-19.85	-19.98
2489.67	-20.87	-21.54
2583.6	-22.62	-24.79
2677.52	-24.65	-28.06
2771.44	-26.97	-31.14
2865.39	-28.41	-33.78
2959.36	-28.91	-36.28
3053.32	-29.53	-39
3147.27	-30.14	-41.87
3241.23	-30.63	-44.76
3335.21	-30.54	-46.43
3429.21	-29.96	-47.01
3523.21	-29.42	-47.53
3617.21	-29.73	-48.23
3711.2	-30.79	-49.13
3805.19	-31.67	-49.99
3899.19	-32.37	-50.8
3994.18	-32.85	-51.36
4088.18	-33.12	-51.77
4182.18	-33.3	-52.11
4276.18	-33.26	-52.3
4370.18	-32.99	-52.47
4464.18	-33.69	-53.22
4559.17	-34.87	-54.32
4653.16	-35.2	-55.12
4747.16	-35.04	-55.56
4842.16	-34.55	-55.6
4936.16	-34.7	-56.02
5030.15	-36.05	-57.04
5124.13	-37.33	-58.01
5218.13	-37.67	-58.39
5313.13	-38.25	-58.7
5407.12	-39.31	-58.8
5502.12	-39.88	-58.08
5596.12	-40.59	-57.86
5691.11	-41.64	-58.48
5785.11	-42.37	-59.16
5879.1	-42.94	-59.79
5974.1	-43.28	-60.26
6069.1	-43.36	-60.58
6163.1	-43.34	-60.83
6258.1	-42.98	-60.85
6352.1	-42.45	-60.57
6447.1	-41.65	-60.07
6541.09	-40.64	-59.46
6635.09	-40.57	-59.36
6729.09	-41.09	-59.98
6823.09	-41.46	-60.55
6917.09	-42.08	-61.23
7012.08	-43.07	-62.32
7107.06	-44.63	-63.46
7201.02	-46.75	-64.92
7294.98	-48.84	-66.79
7388.95	-50.63	-68.66
7483.92	-52.39	-70.45
7576.89	-54.26	-71.66
7671.87	-56.26	-72.4
7765.85	-58.1	-73.06
7860.83	-59.77	-73.7
7954.81	-61.46	-74.5
8049.8	-62.86	-74.91
8143.8	-63.65	-75.27
8237.8	-64.24	-76.08
8332.79	-64.76	-76.95
8426.79	-65.25	-77.82
8521.78	-65.63	-78.69
8615.78	-65.86	-79.41
8709.78	-66.19	-79.95
8803.78	-66.33	-80.51
8898.78	-66.26	-81.07
8992.78	-66.2	-81.65
9086.78	-65.96	-82.04
9180.78	-65.58	-82.33
9275.78	-65.29	-82.74
9370.78	-65.05	-83.21
9448.78	-64.7	-83.61
9463.78	-64.64	-83.7
9495.78	-64.68	-83.94
9526.77	-65.23	-84.41
9557.72	-66.66	-85.27
9589.6	-69.14	-86.5
9620.37	-72.55	-88.09
9651.97	-77.11	-90.21
9682.37	-82.57	-92.81
9712.48	-89.14	-96.19
9743.18	-96.98	-100.59
9772.5	-105.62	-105.75
9801.36	-115.35	-111.56
9830.67	-126.43	-118.01
9858.61	-138.13	-124.63
9886.9	-151.18	-131.92
9913.76	-164.75	-139.36
9940.02	-179.25	-147.17
9966.47	-195.13	-155.66
9991.59	-211.12	-164.28
10016.35	-227.33	-173.5
10041.5	-244.38	-183.55
10065.37	-261.47	-193.51
10088.69	-279.12	-203.77
10111.32	-297.36	-214.56
10133.97	-316.64	-226.35
10155.41	-335.43	-238.53
10176.42	-354.32	-251.28
10197.04	-373.56	-264.16
10217.84	-393.91	-277.46
10237.44	-414.14	-290.41
10256.36	-434.74	-303.77
10275.07	-456.28	-318.26
10292.32	-477.74	-332.5
10309.27	-500.54	-347.23
10324.68	-523.07	-361.91
10339.37	-546.85	-377.5
10352.59	-570.28	-392.89
10365.14	-593.81	-408.69
10377.97	-617.89	-425.41
10390.57	-641.08	-441.68
10403.39	-664.31	-457.72
10416.33	-688.41	-474.32
10428.37	-711.92	-490.54
10440.54	-735.45	-506.64
10453.41	-759.63	-523.19
10466.41	-783.77	-539.7
10479.21	-807.19	-555.46
10492.23	-830.59	-571.08
10505.78	-854.65	-587.24
10518.43	-878.27	-602.84
10529.91	-902.31	-618.69
10540.24	-927.46	-635.56
10548.88	-952.18	-652.14
10556.83	-977.86	-669.5
10563.77	-1002.79	-686.57
10570.11	-1028.8	-704.1
10575.15	-1054.32	-720.96
10578.81	-1080.13	-737.73
10581.22	-1107.15	-754.69
10582.72	-1133.51	-770.94
10584.54	-1217.13	-822
10584.38	-1242.81	-837.5
10583.96	-1268.57	-852.88
10583.22	-1294.37	-868.16
10582.32	-1320.38	-883.1
10581.42	-1347.56	-897.97
10580.69	-1374.09	-911.95
10579.94	-1401.58	-926.27
10579.12	-1428.16	-940.15
10578.18	-1455.7	-954.35
10577.15	-1482.39	-968.02
10575.98	-1510.08	-981.89
10575.11	-1537.04	-995.04
10574.71	-1564.91	-1008.61
10574.47	-1591.91	-1021.68
10574.1	-1619.79	-1035.22
10573.76	-1646.91	-1048.05
10573.78	-1675.36	-1060.36
10574.24	-1703.16	-1071.62
10574.89	-1731.18	-1082.33
10575.77	-1760.43	-1092.55
10576.87	-1789	-1101.63
10577.99	-1817.88	-1109.67
10578.78	-1847.04	-1116.67
10578.87	-1877.38	-1123
10578.29	-1906.94	-1128.07
10577.3	-1936.67	-1131.99
10576.05	-1967.48	-1135.16
10575.06	-1997.39	-1137.28
10574.85	-2027.37	-1138.3
10575.39	-2058.36	-1138.27
10578.03	-2149.28	-1135.68
10579.87	-2240.17	-1131.49
10579.99	-2331.02	-1126.27
10579.12	-2421.78	-1119.71
10577.41	-2512.51	-1112.95
10575.29	-2604.35	-1107.97
10574.39	-2695.26	-1104.23
10574.26	-2787.19	-1100.6
10573.77	-2877.11	-1096.79
10573.16	-2972	-1092.13
10572.06	-3066.84	-1086.76
10570.35	-3160.71	-1082.26
10569.15	-3255.67	-1079.72
10568.54	-3349.65	-1077.69
10568.32	-3444.63	-1075.58
10568.22	-3539.61	-1073.61
10567.26	-3633.56	-1070.97
10567.36	-3728.5	-1067.56
10568.64	-3822.43	-1064.03
10569.61	-3917.35	-1060.33
10570.19	-4011.25	-1055.97
10570.11	-4106.09	-1050.55
10568.98	-4200.87	-1044.15
10567.06	-4294.68	-1038.53
10566.32	-4389.62	-1035.34
10566.48	-4483.59	-1032.82
10566.56	-4578.56	-1030.72
10566.51	-4672.56	-1029.58
10566.08	-4767.55	-1030.15
10565.02	-4861.52	-1032.36
10563.72	-4956.45	-1035.61
10561.72	-5049.3	-1040.4
10558.86	-5144.11	-1045.67
10558.03	-5238.02	-1049.67
10557.41	-5332.97	-1052.58
10556.1	-5426.94	-1054.61
10555.16	-5521.93	-1054.98
10555.16	-5615.93	-1055.44
10555.26	-5709.93	-1056.1
10555.04	-5804.93	-1056.1
10554.56	-5898.92	-1055.79
10553.39	-5993.91	-1054.48
10554.43	-6087.88	-1052.8
10557	-6181.84	-1051.81
10558.06	-6276.82	-1050.29
10556.67	-6370.75	-1047.01
10556.64	-6465.66	-1043.27
10558.82	-6559.54	-1039.01
10560.19	-6654.31	-1032.5
10561.02	-6747.99	-1024.85
10560.82	-6841.72	-1017.75
10560.07	-6936.56	-1012.2
10559.64	-7030.41	-1006.96
10557.7	-7125.13	-999.95
10554.67	-7218.87	-993.7
10551.64	-7312.74	-989.93
10549.86	-7407.7	-987.88
10549.46	-7501.69	-986.71
10548.33	-7596.66	-984.48
10548.83	-7690.61	-981.87
10551.23	-7785.54	-979.15
10552.08	-7879.45	-975.18
10551.9	-7974.34	-970.49
10552.3	-8068.19	-965.17
10551.95	-8161.98	-958.99
10551.37	-8256.9	-955.65
10551.55	-8350.89	-954
10550.7	-8445.79	-949.79
10548.78	-8539.61	-944.25
10545.95	-8633.37	-938.17
10543.34	-8728.09	-931.43
10542.48	-8821.81	-924.23
10541.38	-8916.53	-917.03
10540.31	-9010.25	-909.83
10539.18	-9104.9	-901.8
10537.61	-9198.51	-893.42
10538.36	-9292.1	-884.71
10540.2	-9386.59	-875.05
10540.74	-9479.99	-864.51
10540.29	-9573.3	-853.08
10539.83	-9667.52	-840.96
10538.57	-9760.73	-828.87
10536.55	-9855.04	-817.65
10535.42	-9948.45	-807.18
10535.42	-10043	-798
10536.32	-10137.78	-791.67
10537.23	-10231.73	-788.9
10537.82	-10326.69	-791.25
10537.69	-10420.55	-796.34
10536.57	-10515.35	-802.47
10535.5	-10610	-810.46
10534.71	-10667.74	-815.93

Y	X	Z
0	0	0
141	-0.29	-0.7
233.99	-0.51	-1.58
330.99	-0.55	-2.33
425.99	-0.62	-3.03
518.98	-0.39	-3.63
612.98	-0.05	-4.22
707.98	0.26	-5.03
801.98	0.63	-5.68
895.97	1.04	-5.66
989.97	1.53	-5.21
1083.97	1.84	-4.75
1177.97	2.23	-4.36
1270.97	2.57	-3.94
1364.96	2.88	-3.38
1458.96	3.29	-3.03
1552.96	3.77	-2.8
1641.96	4.32	-2.54
1731.96	4.61	-2.37
1821.96	4.8	-2.21
1910.96	5.04	-2.08
2000.96	5.19	-2.25
2169.96	5.14	-2.43
2259.95	4.9	-1.99
2304.95	4.67	-1.8
2349.95	4.26	-1.84
2393.95	3.63	-2.11
2438.93	2.63	-2.64
2483.9	1.24	-3.48
2528.84	-0.5	-4.92
2573.75	-2.53	-7.03
2617.63	-4.71	-9.46
2662.48	-7.05	-12.21
2707.32	-9.4	-15.23
2752.13	-11.79	-18.54
2796.92	-14.33	-22.14
2841.67	-17.01	-26.01
2885.4	-19.69	-30.05
2930.1	-22.51	-34.42
2974.76	-25.47	-39.05
3019.39	-28.57	-43.96
3063.98	-31.84	-49.07
3108.53	-35.33	-54.37
3152.03	-39.06	-59.85
3196.45	-43.15	-65.72
3240.81	-47.47	-71.92
3285.1	-51.96	-78.53
3328.34	-56.36	-85.39
3416.75	-65.05	-99.82
