Y	X	Z
10448.03	2115.27	-150.75
10449.54	2208.76	-160.45
10450.91	2302.21	-170.53
10451.56	2396.63	-180.98
10451.01	2491.05	-191.43
10450.43	2585.41	-202.41
10450.1	2678.74	-213.58
10449.93	2773.07	-224.84
10450.17	2866.38	-236.23
10449.99	2960.7	-247.56
10449.23	3054	-258.98
10447.61	3147.37	-269.65
10445.46	3241.96	-278.19
10444.91	3336.72	-284.85
10445.44	3431.55	-290.54
10445.99	3525.39	-296.12
10446.49	3619.19	-302.08
10446.92	3713.96	-308.73
10447.73	3808.69	-315.87
10448.9	3903.36	-323.63
10450.36	3997.99	-331.91
10450.64	4092.57	-340.8
10448.91	4186.09	-350.14
10447.71	4279.6	-359.58
10447.93	4374.1	-369.34
10447.95	4467.57	-379.32
10447.82	4561.99	-389.81
10447.69	4656.35	-400.81
10447.57	4708.96	-407.19

Y	X	Z
0	0	0
141	-0.08	-0.35
234	-0.12	-1
330.99	-0.27	-2.19
425.98	-0.5	-3.75
518.97	-0.41	-4.92
612.97	-0.08	-5.4
707.97	0.34	-5.45
801.96	0.72	-5.46
895.96	1.24	-5.59
989.96	1.79	-5.21
1083.96	2.07	-4.32
1177.95	2.26	-3.38
1270.94	2.43	-2.21
1364.93	2.72	-0.64
1458.91	3.21	1.15
1552.89	3.77	3.01
1641.87	4.08	4.95
1731.85	4.28	6.87
1821.83	4.54	8.46
1910.83	4.34	9.43
2000.83	4	9.72
2091.83	3.87	9.86
2181.83	3.71	10.26
2225.82	3.49	10.49
2270.82	2.74	10.45
2315.8	1.53	10.19
2360.77	0.01	9.84
2405.73	-1.89	9.23
2450.67	-4.11	8.37
2494.59	-6.5	7.38
2539.5	-9.1	6.12
2584.38	-11.82	4.5
2629.25	-14.69	2.61
2674.11	-17.59	0.6
2717.96	-20.53	-1.62
2762.74	-24	-4.44
2807.46	-27.79	-7.64
2852.16	-31.73	-11.05
2896.8	-35.96	-14.82
2940.41	-40.32	-18.73
2985.01	-44.76	-22.76
3074.09	-54.31	-31.25
3163.06	-64.41	-40.38
3251.03	-74.43	-49.44
3339.99	-84.88	-58.17
3428.02	-94.99	-66.51
3517.05	-105.5	-74.43
3604.9	-117.7	-81.82
3693.61	-130.99	-89.15
3781.49	-143.27	-96.03
3870.53	-154.64	-102.49
3959.66	-165.36	-108.92
4047.78	-175.83	-115.68
4136.86	-186.32	-123.11
4225	-196.37	-130.24
4314.15	-206.88	-136.69
4402.23	-217.75	-143.45
4491.21	-229.01	-150.9
4579.26	-239.83	-157.99
4668.33	-250.42	-165.43
4757.29	-261.58	-173.27
4845.14	-273.44	-181.17
4933.98	-285.39	-189.16
5021.91	-296.61	-197.1
5110.72	-308.66	-205.35
5198.42	-321.71	-213.06
5287.13	-334.74	-220.86
5374.97	-346.74	-228.67
5462.87	-358.58	-235.95
5551.72	-370.65	-243.72
5640.58	-382.28	-252.02
5728.37	-394.39	-260.14
5817.15	-407.05	-267.85
5905.2	-418.32	-274.15
5994.38	-428.63	-280.54
6082.49	-438.8	-287.91
6171.47	-449.9	-295.56
6259.39	-461.54	-303.01
6348.31	-473.28	-310.48
6436.35	-484.24	-317.52
6525.28	-495.81	-325.08
6613.08	-508.1	-332.91
6701.93	-520.29	-340.42
6789.91	-531.76	-347.5
6878.88	-543.26	-354.61
6966.84	-554.87	-361.65
7055.8	-566.64	-368.56
7143.76	-578.26	-375.59
7232.8	-589.18	-382.82
7321.97	-598.86	-390.17
7410.23	-607.93	-397.23
7499.6	-616.45	-403.62
7588.12	-623.75	-409.17
7677.83	-629.79	-413.14
7767.68	-634.47	-415.26
7856.59	-638.23	-416.69
7946.52	-641.59	-417.87
8035.47	-644.38	-418.53
8125.46	-645.82	-418.69
8214.46	-646.02	-418.6
8304.46	-645.98	-418.59
8394.46	-645.66	-418.67
8483.45	-645.08	-418.56
8573.45	-644.5	-418.38
8662.45	-644.17	-418.37
8751.45	-643.92	-418.43
8841.45	-643.91	-418.4
8930.45	-644.14	-418.31
9020.45	-644.28	-418.25
9109.45	-644.42	-418.36
9199.45	-644.56	-418.65
9289.45	-644.64	-418.97
9378.45	-644.75	-419.37
9468.45	-644.91	-419.77
9557.45	-644.99	-420.05
9647.45	-645	-420.3
9736.45	-645.04	-420.56
9826.44	-645.12	-420.82
9915.44	-644.97	-421.07
9992.44	-644.66	-421.36
10038.44	-644.21	-421.65
10083.32	-641.3	-422.52
10127.56	-633.39	-424.03
10169.93	-621.67	-425.7
10212.33	-606.73	-427.45
10253.46	-588.57	-429
10292.9	-566.95	-429.74
10330.27	-541.9	-429.65
10364.54	-514.34	-428.91
10397.34	-483.58	-427.42
10428.37	-449.66	-426.61
10455.08	-413.48	-427.1
10476.94	-375.33	-428
10494.97	-333.07	-429.54
10506.25	-290.62	-430.92
10511.08	-245.92	-430.9
10512.14	-195.93	-430.36
10510.82	-135.96	-431.29
10508.62	-45.08	-435.18
10508.26	48.74	-440.88
10507.9	139.51	-447.33
10508.07	231.24	-454.4
10507.97	322.83	-462.99
10507.4	414.27	-473.19
10505.73	505.56	-484.43
10503.04	596.75	-496.29
10501.34	690	-507.97
10501.59	780.43	-518.1
10502.98	871.93	-527.62
10503.82	966.53	-536.24
10503.57	1060.24	-543.64
10502.73	1154.98	-550.5
10501.47	1248.78	-556.62
10500.57	1343.59	-562.47
10500.13	1437.45	-567.49
10500.05	1532.3	-572.81
10499.91	1626.13	-578.53
10499.53	1719.98	-583.7
10499.22	1814.88	-588.24
10499.74	1908.77	-592.54
10501.55	2003.66	-596.79
10503.5	2097.54	-601.22
10504.71	2192.37	-606.7
10505.41	2287.13	-613.42
10504.5	2381.86	-620.42
10500.93	2475.53	-627.31
10499.03	2569.27	-633.91
10499.45	2664.08	-639.9
10498.95	2758.88	-646.04
10498.48	2851.65	-652.53
10498.83	2946.38	-659.66
10499.13	3041.02	-667.92
10498.92	3135.52	-677.69
10497.44	3229.03	-687.15
10495.52	3323.67	-695.1
10494.48	3417.44	-701.65
10494.17	3512.29	-706.9
10494.59	3607.25	-709.44
10498.22	3702.16	-708.94
10502.13	3796.07	-708.13
10503.86	3891.04	-709.42
10506.77	3985.94	-712.43
10510.26	4079.81	-716.09
10512.73	4174.66	-720.74
10513.37	4268.51	-725.89
10511.82	4363.36	-730.99
10512.55	4458.15	-736.97
10515.18	4552.88	-743.5
10515.42	4646.67	-749.74
10515.3	4740.42	-756.62
10514.33	4835.11	-764.25
10512.67	4929.75	-772.29
10511.45	5024.37	-780.63
10511.31	5118.02	-788.74
10512.29	5212.7	-796.49
10512.84	5306.38	-804.17
10512.84	5401.04	-812.23
10511.88	5494.68	-820.44
10511.1	5589.33	-828.44
10512.7	5683.03	-835.77
10515.83	5777.69	-843.18
10517.6	5872.36	-850.8
10517.72	5966.06	-858.36
10517.15	6060.73	-866.25
10517.48	6155.43	-873.77
10517.96	6250.18	-880.48
10516.85	6343.94	-887.11
10515.42	6438.76	-892.76
10513.51	6532.63	-897.34
10512.44	6627.52	-901.7
10513.61	6721.44	-905.4
10515.72	6816.35	-908.83
10517.9	6911.26	-912.38
10518.98	7005.18	-916.14
10519.87	7100.1	-919.84
10520.79	7195.02	-923.64
10520.83	7222.99	-924.86
10520.8	7275.94	-927.23

Y	X	Z
0	0	0
257	0	0
307.3	-0.24	0.01
399.7	-1.26	-0.03
492.89	-2.59	-0.15
589.08	-4.12	-0.25
685.07	-5.26	-0.06
780.18	-3.24	2.94
876.43	2.84	9.9
971.95	10.28	18.56
1067.11	19.08	28.7
1162.1	31.6	40.05
1251.91	47.67	51.08
1349.14	69.17	63.79
1441.23	94.93	77.37
1531.28	125.75	91.35
1612.87	159.52	103.01
1697.77	203.65	115.28
1776.28	253.05	128.42
1851.82	306.63	141.24
1925.66	362.5	150.76
1997.45	421.71	158.61
2067.46	483.46	167.77
2135.01	546.45	176.65
2199.72	616.99	183.25
2257.77	689.46	188.41
2312.38	770.64	197.04
2362.57	851.48	208.87
2413.7	931.53	222.68
2459.38	1014.7	236.32
2494.24	1101.31	248.2
2522.76	1188.1	260.66
2555.41	1279.24	275.19
2590.58	1365.84	290.34
2625.18	1453.91	307.06
2656.82	1541.8	323.81
2684.55	1631.19	339.25
2708.2	1719.51	351.02
2748.58	1858.23	361.98
2774.9	1946.95	362.07
2799.43	2037.81	353.01
2820.84	2126.04	338.68
2840.11	2216.31	325.43
2859.55	2305.62	317.5
2881.9	2395.87	315.55
2906.1	2488.11	318.07
2934.47	2579.87	320.51
2963.85	2672.05	316.22
2972.42	2701.24	313.31
2998.67	2791.75	304.04
3023.8	2882.64	293.63
3042.96	2975.08	281.96
3057.21	3070.73	269.64
3072.18	3164.17	256.68
3086.16	3259.54	239.47
3092.97	3352.03	215.93
3094.38	3445.56	187.7
3094.97	3536.46	155.93
3095.64	3626.13	118.05
3096.16	3711.42	76.44
3096.64	3796.03	29.59
3097.14	3877.76	-20.71
3097.73	3959.14	-73.88
3098.36	4038.72	-126.07
3098.94	4118.71	-177.41
3099.46	4199.54	-227.21
3099.96	4281.57	-275.9
3103.33	4362.55	-324.09
3107.68	4444.77	-373.4
3108.41	4474.54	-390.88

Y	X	Z
0	0	0
113.66	-0.02	0.1
205.94	-0.07	0.15
299.01	-0.24	0.17
391.75	-0.91	0.39
485.39	-2.15	0.6
547.63	-3.13	0.43
581.67	-3.66	0.14
603.64	-3.93	-0.08
699.97	-4.76	-0.75
799.97	-5.14	-1.37
899.96	-4.23	-2.74
999.87	-1	-5.09
1099.63	4.65	-9.14
1199.09	11.93	-16.47
1298.02	21.44	-27.46
1396.05	35.53	-41.14
1492.97	55.11	-56.05
1588.36	81.06	-70.98
1681.83	113.13	-86.2
1773.36	149.93	-102.54
1862.57	191.32	-120.59
1948.53	237.99	-141.26
2030.6	289.77	-165.34
2108.79	345.82	-192.57
2183.88	405.26	-221.34
2183.88	405.26	-221.34
2212.01	428.59	-232.43
2279.95	491.06	-262.93
2339.62	551.07	-294.72
2396.56	611.51	-330.5
2451.21	677.66	-372.69
2508.02	754.24	-421.28
2561.42	831.1	-467.24
2610.15	904.24	-507.68
2653.6	979.21	-545.38
2692.93	1058.41	-582.36
2731.04	1136.06	-618.77
2768.19	1212.63	-655.99
2803.41	1289.61	-693.49
2836.94	1369.62	-730.5
2867.65	1449.57	-764.54
2899.7	1532.1	-798.1
2930.67	1613.35	-830.03
2957.02	1697.08	-860.85
2981.86	1783.84	-890.54
3005.26	1867.97	-917.49
3027.87	1956.2	-944.36
3049.68	2043.85	-969.39
3068.92	2133.41	-992.11
3085.53	2224.59	-1011.08
3101.22	2317.59	-1027.44
3116.11	2411.3	-1044.47
3131.18	2504.56	-1061.93
3144.68	2598.88	-1079.51
3157.54	2691.62	-1096.29
3169.3	2785.36	-1110.89
3178.2	2880	-1121.07
3187.11	2976.05	-1124.96
3193.45	3070.09	-1124.39
3197.11	3163.69	-1125.02

Y	X	Z
0	0	0
119	0.06	-0.14
200	0.11	-0.26
300	0.07	-0.27
400	-0.11	-0.27
500	-0.34	-0.33
600	-0.52	-0.54
680.21	-0.42	-0.71
775.61	0	-0.74
870.31	0.47	-0.69
966.4	0.98	-0.6
1062.5	1.53	-0.48
1160	1.72	-0.19
1256.25	-0.31	1.83
1351.49	-6.39	5.35
1446.93	-16.45	7.44
1540.37	-29.57	5.42
1631.81	-43.3	-4.14
1724.87	-52.99	-21.03
1819.04	-54.38	-38.85
1912.48	-47.2	-58.97
2002.36	-32.39	-86.45
2085.89	-9.89	-118.78
2167.79	19.55	-151.81
2247.2	54.6	-183.71
2321.86	97.6	-220.32
2389.14	145.29	-264.09
2453.84	191.14	-309.11
2559.32	265.08	-387.59
2620.5	312.58	-442.54
2676.87	361.81	-502.9
2730.06	409.95	-567.77
2779.43	455.18	-635.03
2822.42	500.55	-706.01
2858.47	549.38	-782.78
2886.57	594.96	-856.24
2912.59	639.68	-932.84
2935.47	684.2	-1010.12
2958.01	730.33	-1088.21
2980.97	778.15	-1166.74
3001.82	826.01	-1242.92
3023.42	875.52	-1320.78
3043.91	923.41	-1396.84
3065.32	972.08	-1474.52
3087.29	1020.99	-1551.26
3105.99	1064.44	-1617.72
3129.91	1123.8	-1704.04
3149.6	1179.33	-1781.29
3169.81	1233.5	-1857.9
3191.71	1288.01	-1935.21
3215.46	1345.6	-2007.92
3239.01	1407.98	-2074.96
3262.73	1476.28	-2139.69
3294.89	1572.37	-2222.41
3314.14	1646.09	-2281.35
3328.6	1722.69	-2338.39
3340.92	1802.24	-2390.02
3352.48	1885.34	-2433.17
3364.06	1971.52	-2470.27
3374.24	2062.23	-2505.06
3382.34	2151.26	-2535.89
3389.25	2240.02	-2562.57
3394.69	2337.3	-2586.71
3398.85	2429.06	-2605.13
3402.65	2525.54	-2618.48
3406.34	2619.66	-2625.98
3410.51	2714.79	-2629.31
3413.48	2810.64	-2629.99
3414.85	2905.85	-2630.24
3415.65	3002.66	-2629.43
3416.24	3098.46	-2627.21
3416.86	3192.23	-2624.53
3417.34	3288.27	-2622.31
3419.15	3383.59	-2620.98
3422.43	3477.18	-2620.28
3424.82	3575.3	-2620.23
3425.52	3670.31	-2620.61
3425.55	3765.75	-2621.22
3425.56	3862.08	-2622.15
3425.63	3955.86	-2623.19
3423.97	4052.24	-2623.86
3420.6	4147.86	-2623.88
3418.91	4242.83	-2623.3
3418.92	4339.04	-2621.96
3418.96	4433.93	-2620.35
3418.96	4529.38	-2618.94
3418.92	4565.59	-2618.44

Y	X	Z
0	0	0
184.5	-0.13	-0.07
250	-0.23	-0.09
280.43	-0.29	-0.06
376.37	-0.53	0.17
471.51	-0.98	1.06
564.18	-1.66	2.56
659.87	-2.45	4.16
755.26	-2.85	4.89
851.45	-2.58	3.22
929.88	-2.21	0
947.46	-2.15	-0.87
1042.63	-2.01	-7.46
1135.57	-1.74	-17.61
1230.19	-1.03	-31.86
1323.51	-0.99	-50.62
1415.39	-1.73	-75.11
1505.72	-1.99	-105.42
1594.47	-2.92	-142.2
1680.87	-6.3	-182.98
1767.04	-11.72	-225.63
1851.99	-17.99	-270.32
1935.06	-23.89	-318.66
2012.8	-29.32	-368.29
2089.63	-35.11	-420.55
2165.64	-40.31	-473.01
2242.18	-44.48	-526.89
2312.96	-48.59	-587.54
2375.77	-53.65	-656.18
2435.16	-59.55	-728.02
2493.01	-65.24	-801.63
2548.48	-69.9	-876.88
2602.97	-73.41	-952.53
2656.47	-76.15	-1028.79
2711.6	-79.63	-1106.57
2768.18	-84.94	-1183.94
2824.29	-92.35	-1261.35
2879.82	-100.18	-1338.66
2935.55	-108.05	-1415.31
2992.6	-117.06	-1490.61
3047.85	-126.63	-1565.18
3143.86	-146.07	-1699.94
3195.58	-157.28	-1777.25
3243.56	-165.98	-1855.88
3290.37	-171.67	-1937.57
3335.33	-173.79	-2022.98
3372.84	-173.78	-2106.13
3404.54	-174.3	-2199.79
3426.87	-176.06	-2292.21
3443.43	-177.98	-2385.47
3455.73	-178.69	-2478.89
3464.94	-176.15	-2577.1
3470.15	-169.54	-2671.58
3472.78	-159.97	-2764.97
3474.18	-148.72	-2858.69
3479.27	-137.69	-2957.73
3486.04	-130.26	-3032.37
Y	X	Z







